,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stakeholder engagement scales,,,,,,,,,,,,,,,,,,,,,,,,
2022,Viccaro M. Caniani D. Masi S. Romano S. & Cozzi M. (2022). Biofuels or not biofuels? The “Nexus Thinking” in land suitability analysis for energy crops. Renewable Energy 187 1050-1064.,N,N,0,0,0,0,0,0,0,N,0,1,0,1,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Viglia S. Brown M. T. Love D. C. Fry J. Neff R. A. & Hilborn R. (2022). Wild caught Alaska sockeye salmon: A case study of the food energy water nexus for a sustainable wild catch fishery. Journal of Cleaner Production 369 133263.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,1,0,1,0,Y,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Villamor G. B. et al. Landscape social-metabolism in food-energy-water systems: Agricultural transformation of the Upper Snake River Basin. Science of The Total Environment 705 135817 (2020).,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,1,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,"Villamor G.B. Griffith D.L. Kliskey A. & Alessa L. Contrasting stakeholder and scientist conceptual models of food-energy-water systems: a case study in Magic Valley Southern Idaho. Socio-Environmental Systems Modelling vol. 2 16312 2020, doi:10.18174/sesmo.2020a16312",N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,1,0,0,0,0,Y,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Villicaña-García E. Loeza B. C. & Ponce-Ortega J. M. (2023). Applying the “matching law” optimization approach to promote the sustainable use of resources in the water-energy-food nexus. Sustainable Production and Consumption.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Vinca A. et al. The NExus Solutions Tool (NEST) v1.0: an open platform for optimizing multi-scale energy–water–land system transformations. Geosci. Model Dev. 13 1095–1121 (2020).,N,N,0,0,0,0,0,0,0,N,0,1,0,1,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,Voelker T. et al. The role of metrics in the governance of the water-energy-food nexus within the European Commission. Journal of Rural Studies 92 473–481 (2022).,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,1,0,0,0,1,Y,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,Wada Y. et al. Co-designing Indus Water-Energy-Land Futures. One Earth 1 185–194 (2019).,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,1,0,0,1,Y,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2022,Wade C. M. Baker J. S. Van Houtven G. Cai Y. Lord B. Castellanos E. ... & Redmon J. H. (2022). Opportunities and spatial hotspots for irrigation expansion in Guatemala to support development goals in the food-energy-water nexus. Agricultural Water Management 267 107608.,N,N,0,0,0,0,0,0,0,Y,1,0,0,0,1,1,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Walker S. Jacobs-Mata I. Fakudze B. Phahlane M. O. & Masekwana N. (2022). Applying the WEF nexus at a local level: a focus on catchment level. In Water-Energy-Food Nexus Narratives and Resource Securities (pp. 111-144). Elsevier.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Wang C. Chen Y. Sun M. & Wu J. (2023). Potential of technological innovation to reduce the carbon footprint of urban facility agriculture: A food–energy–water–waste nexus perspective. Journal of Environmental Management 339 117806.,N,N,0,0,0,0,0,0,0,N,0,0,0,1,0,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Wang J. Wang J. Ge W. & Xie K. (2022). Interactive quantitative modeling and cost optimization of regional sustainable development based on water-energy-food nexus. Sustainable Production and Consumption 30 1070-1081.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,"Wang K. Liu J. Xia J. Wang Z. Meng Y. Chen, H. ... & Ye B. (2021). Understanding the impacts of climate change and socio-economic development through food-energy-water nexus: A case study of mekong river delta. Resources Conservation and Recycling 167 105390.",N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Wang X. Dong Z. & Sušnik J. (2023). System dynamics modelling to simulate regional water-energy-food nexus combined with the society-economy-environment system in Hunan Province China. Science of The Total Environment 863 160993.,Y,N,0,1,0,0,0,0,0,Y,0,0,0,0,1,1,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Wang X. Li X. Xiao X. Fan L. & Zuo L. (2022). Changes in the Water-Energy Coupling Relationship in Grain Production: A Case Study of the North China Plain. International Journal of Environmental Research and Public Health 19(15) 9527.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Wang Y. Lu Y. Xu Y. Zheng L. & Fan Y. (2023). A factorial inexact copula stochastic programming (FICSP) approach for water-energy-food nexus system management. Agricultural Water Management 277 108069.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Wang Y. Xie Y. Qi L. He Y. & Bo H. (2022). Synergies evaluation and influencing factors analysis of the water–energy–food nexus from symbiosis perspective: A case study in the Beijing–Tianjin–Hebei region. Science of The Total Environment 818 151731.,N,N,0,0,0,0,0,0,0,Y,1,0,1,0,0,0,1,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Wang Y. Zhao Y. Wang Y. Ma X. Bo H. & Luo J. (2021). Supply-demand risk assessment and multi-scenario simulation of regional water-energy-food nexus: A case study of the Beijing-Tianjin-Hebei region. Resources Conservation and Recycling 174 105799.,N,N,0,0,0,0,0,0,0,Y,0,0,1,0,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Weidner T. & Yang A. (2020). The potential of urban agriculture in combination with organic waste valorization: Assessment of resource flows and emissions for two european cities. Journal of Cleaner Production 244 118490.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Wen C. Dong W. Zhang Q. He N. & Li T. (2022). A system dynamics model to simulate the water-energy-food nexus of resource-based regions: A case study in Daqing City China. Science of the Total Environment 806 150497.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,White D. Jones J. Maciejewski R. Aggarwal R. & Mascaro G. Stakeholder Analysis for the Food-Energy-Water Nexus in Phoenix Arizona: Implications for Nexus Governance. Sustainability 9 2204 (2017).,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,0,1,1,0,0,0,Y,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2019,Whitney E. et al. MicroFEWs: A Food–Energy–Water Systems Approach to Renewable Energy Decisions in Islanded Microgrid Communities in Rural Alaska. Environmental Engineering Science 36 843–849 (2019).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,1,0,0,1,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Wild T. B. Khan Z. Clarke L. Hejazi M. Bereslawski J. L. Suriano M. ... & Birnbaum A. (2021). Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina). Regional Environmental Change 21 1-16.,Y,N,0,1,0,0,0,0,0,Y,0,1,0,0,1,1,1,0,0,1,Y,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2020,Willaarts B. A. Lechón Y. Mayor B. de la Rúa C. & Garrido A. (2020). Cross-sectoral implications of the implementation of irrigation water use efficiency policies in Spain: A nexus footprint approach. Ecological Indicators 109 105795.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,Wolde Z. Wei W. Ketema H. Yirsaw E. & Temesegn H. (2021). Indicators of Land Water Energy and Food (LWEF) Nexus resource drivers: A perspective on environmental degradation in the Gidabo Watershed Southern Ethiopia. International Journal of Environmental Research and Public Health 18(10) 5181.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,1,0,Y,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Wolde Z. Wei W. Kunpeng W. & Ketema H. (2020). Local community perceptions toward livelihood and water–energy–food nexus: A perspective on food security. Food and Energy Security 9(3) e207.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,Y,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Wolde Z. Wei W. Likessa D. Omari R. & Ketema H. (2021). Understanding the impact of land use and land cover change on Water–Energy–Food Nexus in the Gidabo Watershed East African Rift Valley. Natural Resources Research 30 2687-2702.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Wu L. Elshorbagy A. & Alam M. S. (2022). Dynamics of water-energy-food nexus interactions with climate change and policy options. Environmental Research Communications 4(1) 015009.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,"Wu L. Elshorbagy A. Pande S. & Zhuo L. (2021). Trade-offs and synergies in the water-energy-food nexus: The case of Saskatchewan Canada. Resources Conservation and Recycling, 164 105192.",N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Xie Y. Hou Z. Liu H. Cao C. & Qi J. (2021). The sustainability assessment of CO 2 capture utilization and storage (CCUS) and the conversion of cropland to forestland program (CCFP) in the Water–Energy–Food (WEF) framework towards China’s carbon neutrality by 2060. Environmental Earth Sciences 80 1-17.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,Xu M. Fan B. Zhang Y. Li A. Li Y. Lv M. ... & Qian T. (2020). Effects of resource-oriented waste management on optimizing water-food-energy nexus in rural China: A material and energy flow analysis. Journal of Cleaner Production 276 124259.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Xu Y. Tan J. Wang X. Li W. He X. Hu X. & Fan Y. (2022). Synergetic management of water-energy-food nexus system and GHG emissions under multiple uncertainties: An inexact fractional fuzzy chance constraint programming method. Agricultural Water Management 262 107323.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Xu Z. & Yao L. (2022). Opening the black box of water-energy-food nexus system in China: prospects for sustainable consumption and security. Environmental Science & Policy 127 66-76.,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,"Xu Z. Chen X. Liu J. Zhang Y. Chau S. Bhattarai, N. ... & Li Y. (2020). Impacts of irrigated agriculture on food–energy–water–CO2 nexus across metacoupled systems. Nature communications 11(1) 5837.",N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Xue J. Liu G. Cristiano S. Casazza M. Nawab A. Ghisellini P. & Ulgiati S. (2021). Development of an urban household food-energy-water policy nexus dynamic simulator. Journal of Cleaner Production 328 129521.,N,N,0,0,0,0,0,0,0,N,0,1,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Yadav G. S. Das A. Kandpal B. K. Babu S. Lal R. Datta M. ... & Chakraborty M. (2021). The food-energy-water-carbon nexus in a maize-maize-mustard cropping sequence of the Indian Himalayas: An impact of tillage-cum-live mulching. Renewable and Sustainable Energy Reviews 151 111602.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,Yan W. & Roggema R. Developing a Design-Led Approach for the Food-Energy-Water Nexus in Cities. Urban Planning 4 123–138 (2019).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Yan X. Corbin K. R. Burton R. A. & Tan D. K. (2020). Agave: A promising feedstock for biofuels in the water-energy-food-environment (WEFE) nexus. Journal of Cleaner Production 261 121283.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Yan X. Fang L. & Mu L. (2020). How does the water-energy-food nexus work in developing countries? An empirical study of China. Science of The Total Environment 716 134791.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,Yang J. et al. Quantifying the Sustainability of Water Availability for the Water-Food-Energy-Ecosystem Nexus in the Niger River Basin. Earth’s Future 6 1292–1310 (2018).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,Yang Y. C. E. & Wi S. Informing regional water-energy-food nexus with system analysis and interactive visualization – A case study in the Great Ruaha River of Tanzania. Agricultural Water Management 196 75–86 (2018).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,0,0,Y,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,Yang Y. C. E. Ringler C. Brown C. & Mondal Md. A. H. Modeling the Agricultural Water–Energy–Food Nexus in the Indus River Basin Pakistan. J. Water Resour. Plann. Manage. 142 04016062 (2016).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,Yang Y. C. E. Wi S. Ray P. A. Brown C. M. & Khalil A. F. The future nexus of the Brahmaputra River Basin: Climate water energy and food trajectories. Global Environmental Change 37 16–30 (2016).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,Yi J. et al. Sustainability assessment of the water-energy-food nexus in Jiangsu Province China. Habitat International 95 102094 (2020).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Yin D. Yu H. Lu Y. Zhang J. Li G. & Li X. (2023). A Comprehensive Evaluation Framework of Water-Energy-Food System Coupling Coordination in the Yellow River Basin China. Chinese Geographical Science 33(2) 333-350.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,1,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Yin D. Yu H. Shi Y. Zhao M. Zhang J. & Li X. (2022). Matching supply and demand for ecosystem services in the Yellow River Basin China: A perspective of the water-energy-food nexus. Journal of Cleaner Production 135469.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,1,1,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Yoon P. R. Lee S. H. Choi J. Y. Yoo S. H. & Hur S. O. (2022). Analysis of climate change impact on resource intensity and carbon emissions in protected farming systems using Water-Energy-Food-Carbon Nexus. Resources Conservation and Recycling 184 106394.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,You C. Han S. & Kim J. (2021). Integrative design of the optimal biorefinery and bioethanol supply chain under the water-energy-food-land (WEFL) nexus framework. Energy 228 120574.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Yu L. Xiao Y. Zeng X. T. Li Y. P. & Fan Y. R. (2020). Planning water-energy-food nexus system management under multi-level and uncertainty. Journal of Cleaner Production 251 119658.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Yu Y. Zhang C. Zhu W. Park S. & Shi Q. (2021). Identifying the driving factors of water consumption from water-energy-food nexus in the Yangtze River Delta region China. Environmental Science and Pollution Research 28(35) 48638-48655.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,1,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,Yuan K.-Y. Lin Y.-C. Chiueh P.-T. & Lo S.-L. Spatial optimization of the food energy and water nexus: A life cycle assessment-based approach. Energy Policy 119 502–514 (2018).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,Yuan M. H. Chiueh P. T. & Lo S. L. (2021). Measuring urban food-energy-water nexus sustainability: Finding solutions for cities. Science of The Total Environment 752 141954.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Yue Q. & Guo P. (2021). Managing agricultural water-energy-food-environment nexus considering water footprint and carbon footprint under uncertainty. Agricultural Water Management 252 106899.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Yue Q. Guo P. Wu H. Wang Y. & Zhang C. (2022). Towards sustainable circular agriculture: an integrated optimization framework for crop-livestock-biogas-crop recycling system management under uncertainty. Agricultural Systems 196 103347.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,"Yue Q. Wu H. Wang Y. & Guo P. (2021). Achieving sustainable development goals in agricultural energy-water-food nexus system: An integrated inexact multi-objective optimization approach. Resources, Conservation and Recycling 174 105833.",N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Yue Q. Zhang F. Wang Y. Zhang X. & Guo P. (2021). Fuzzy multi-objective modelling for managing water-food-energy-climate change-land nexus towards sustainability. Journal of Hydrology 596 125704.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,Yung L. Louder E. Gallagher L. A. Jones K. & Wyborn C. How Methods for Navigating Uncertainty Connect Science and Policy at the Water-Energy-Food Nexus. Front. Environ. Sci. 7 37 (2019).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Zainali S. Qadir O. Parlak S. C. Lu S. M. Avelin A. Stridh B. & Campana P. E. (2023). Computational fluid dynamics modelling of microclimate for a vertical agrivoltaic system. Energy Nexus 100173.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Zamani M. G. Moridi A. & Yazdi J. (2022). Groundwater management in arid and semi-arid regions. Arabian Journal of Geosciences 15(4) 362.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Zambrano-Prado P. Muñoz-Liesa J. Josa A. Rieradevall J. Alamús R. Gasso-Domingo S. & Gabarrell X. (2021). Assessment of the food-water-energy nexus suitability of rooftops. A methodological remote sensing approach in an urban Mediterranean area. Sustainable Cities and Society 75 103287.,N,N,0,0,0,0,0,0,0,N,0,1,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,Zeng Y. Liu D. Guo S. Xiong L. Liu P. Chen J. ... & Zhou W. (2023). Assessing the effects of water resources allocation on the uncertainty propagation in the water–energy–food–society (WEFS) nexus. Agricultural Water Management 282 108279.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Zhang F. Cai Y. Tan Q. Engel B. A. & Wang X. (2021). An optimal modeling approach for reducing carbon footprint in agricultural water-energy-food nexus system. Journal of Cleaner Production 316 128325.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Zhang J. & Zang C. (2022). Coupling coordinated development of the food-energy-water nexus and its relationship with landscape ecological security in China from a regional perspective. Energy Ecology and Environment 7(6) 546-562.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Zhang J. Wang S. Pradhan P. Zhao W. & Fu B. (2022). Mapping the complexity of the food-energy-water nexus from the lens of Sustainable Development Goals in China. Resources Conservation and Recycling 183 106357.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Zhang P. Cai Y. Zhou Y. Tan Q. Li B. Li B. ... & Yang Z. (2022). Quantifying the water-energy-food nexus in Guangdong Hong Kong and Macao regions. Sustainable Production and Consumption 29 188-200.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Zhang P. Zhou Y. Xie Y. Wang Y. Li B. Li B. ... & Cai Y. (2021). Assessment of the water-energy-food nexus under spatial and social complexities: A case study of Guangdong-Hong Kong-Macao. Journal of Environmental Management 299 113664.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
